factor_id,source_factor_id,name,description,scope,category_level_1,category_level_2,category_level_3,category_level_4,column_text,factor_value,numerator_unit,denominator_unit,original_uom,impact_category,characterisation_basis,geography,lifecycle_boundary,dataset_type,is_full_unit_process_lci,data_type,factor_status,lca_relevance,lca_use_status,requires_human_review,automated_assignment_allowed,is_placeholder,source_name,source_publisher,source_year,source_version,publication_date,source_file_updated,source_page_last_updated,valid_from,valid_to,license,license_decision,source_url,methodology_url,license_url,review_notes
UK-DESNZ-2026-26_903_3015_9_1,26_903_3015_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Diesel,0.06301,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3016_9_1,26_903_3016_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Petrol,0.08531,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3017_9_1,26_903_3017_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Unknown,0.06847,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3018_9_1,26_903_3018_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Plug-in Hybrid Electric Vehicle,0.04231,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3019_9_1,26_903_3019_9_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Upper medium / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Upper medium,,Battery Electric Vehicle,0.0168,kg CO2e,miles,miles,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3020_4_1,26_903_3020_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Executive / Diesel,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Diesel,0.0415,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3021_4_1,26_903_3021_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Executive / Petrol,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Petrol,0.05824,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3022_4_1,26_903_3022_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Executive / Unknown,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Unknown,0.04557,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3023_4_1,26_903_3023_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Executive / Plug-in Hybrid Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Plug-in Hybrid Electric Vehicle,0.02588,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
UK-DESNZ-2026-26_903_3024_4_1,26_903_3024_4_1,WTT- pass vehs & travel- land / WTT- cars (by market segment) / Executive / Battery Electric Vehicle,Official UK Government GHG conversion factor for company reporting; normalized from the 2026 revised flat file.,Scope 3,WTT- pass vehs & travel- land,WTT- cars (by market segment),Executive,,Battery Electric Vehicle,0.00944,kg CO2e,km,km,Climate change,UK Government 2026 methodology; predominantly IPCC AR5 GWP100 with category-specific exceptions documented in source methodology,United Kingdom / category-specific where stated in source row,UPSTREAM_FUEL_ENERGY_OR_TRANSPORT_SUPPLY,GHG_CONVERSION_FACTOR,NO,SECONDARY,ACTIVE_PUBLIC,LOW,AVAILABLE_BUT_NOT_PRODUCT_LCA_PRIORITY,YES,NO,NO,UK Government GHG Conversion Factors for Company Reporting 2026,Department for Energy Security and Net Zero,2026,1.2,2026-06-11,2026-07-10,2026-07-31,2026-01-01,2026-12-31,Open Government Licence v3.0,ALLOW_WITH_ATTRIBUTION,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2026,https://assets.publishing.service.gov.uk/media/6a2940543b15d05a7ce3202e/2026-GHG-conversion-factors-methodology-report.pdf,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"Human methodological review is required before use in a product LCA. This is a characterised UK GHG conversion factor, not a complete unit-process LCI. Check geography, period, boundary, unit and double-counting with direct/WTT pairs. Do not add to a factor that already includes upstream fuel/energy emissions."
